id,Country,State/Province,City,Hotel Name,Street 1,Street 2,Postal Code,TelephoneNumber
8d39e364-9e56-44b2-aa40-84b74517e81e,United States,Oregon,Bend,Element Bend,1526 NW Wall St,,97703,
8d8ba426-ea1f-4a5f-b80a-d9f1d0e99c78,United States,Colorado,Colorado Springs,Element Colorado Springs Downtown,55 E Costilla St,,80903,
002d4ff9-b44f-4b66-bedb-623d9cc74373,United States,New Mexico,Santa Fe,El Rey Court,1862 Cerrillos Rd,,87505,sarah.gonzales@elreycourt.com
239d2167-287c-4285-95b8-9a967b0b2cba,United States,Arizona,Phoenix,Embassy Suites Phoenix – Biltmore,2630 E Camelback Rd,,85016,
b0e81751-c257-4f5b-b59c-90c5328cb0a1,United States,California,Orange County,Extended Stay America Suites Orange County Katella,1635 W Katella Ave,,92867,
914b9f82-414d-48dc-84f0-c03eed8785d4,United States,California,Los Angeles,Fairmont Century Plaza,2025 Avenue of the Stars,,90067,CPZ.Reservations@Fairmont.com
667a8d29-7e70-46d3-8802-e54d571b8082,United States,Texas,Austin,Four Seasons Austin,98 San Jacinto Blvd,,78701,
eb6fe2d6-7ce2-4a68-9c99-f739dddde660,United States,Texas,Houston,Four Seasons Houston,1300 Lamar St,,77010,
549ffc8d-75af-4476-8ab6-12170b4d10f3,United States,Colorado,Vail,Grand Hyatt Vail,1300 Westhaven Dr,,81657,TravelVail@Hyatt.com
e60a7c0f-1368-478f-8651-4594ba48c35b,United States,Texas,Dallas,HALL Arts Dallas,717 Leonard St,,75201,sserver@hallartshotel.com
79d7d514-7bf9-4ad0-a96e-983d6a0ac2af,United States,Colorado,Denver,Hilton Garden Inn Denver Union Station,1999 Chestnut Pl,,80202,frontdesk@denverhgi.com
de657078-9a92-4a10-afaa-f952c7f3f1c1,United States,Texas,Houston,Hilton Garden Inn Houston-Bush Intercontinental Airport,15400 John F Kennedy Blvd,,77032,
4b7450e5-ded5-4af5-b869-e5269f912222,United States,Texas,Houston,Hilton Garden Inn Houston NW-Willowbrook,7979 Willow Chase Blvd,,77070,
d1d3a8be-3714-4b95-a7fb-f276863cba22,United States,Texas,Houston,Hilton Houston Post Oak by the Galleria,2001 Post Oak Blvd,,77056,
5415464f-b05a-41dc-90aa-55fad3b74ecc,United States,Texas,Houston,Hilton Houston Westchase,9999 Westheimer Rd,,77042,
2fbcce72-16de-4923-851b-a947caec7916,United States,California,Orange County,Hilton Long Beach,701 W Ocean Blvd,,90831,
05037787-dfe2-43f3-9f57-4163ad9c1f09,United States,Oregon,Portland,Hilton Portland,921 SW 6th Ave,,97204,
ce087b5d-c575-45fc-b3aa-2d5360d432f3,United States,Utah,Salt Lake City,Hilton Salt Lake City Center,255 SW Temple,,84101,
15682a80-d30a-442f-ada6-3f04a545688d,United States,California,San Diego,Hilton San Diego Bayfront,1 Park Blvd,,92101,
ba772c6c-7fae-492a-85c0-6232eff50852,United States,California,San Francisco,Hilton San Francisco Union Square,333 O'Farrell St,,94102,
f035ef55-a2f9-4a52-9591-e12bd36f652a,United States,Oregon,Bend,Holiday Inn Express Bend,61070 S Hwy 97,,97702,
6b687d62-3627-4052-9078-e80a68dcbfc6,United States,California,Los Angeles,Hollywood Hotel,1160 N Vermont Ave ,,90029,
843772a8-5d00-48fa-9ab9-2d2c7d1fffcc,United States,California,Los Angeles,Hollywood Roosevelt Hotel,7000 Hollywood Blvd,,90028,
e51663b2-6b9a-4665-a079-cac6f37fcbf9,United States,Arizona,Scottsdale,Home2 Suites Scottsdale by Salt River,8401 N Pima Center Pkwy,,85258,
89fbe2ab-3232-45af-b4a6-2109f7bf5b66,United States,California,Orange County,Homewood Suites Anaheim Convention Center-Disneyland,2010 S Harbor Blvd,,92802,
8c0c93e6-9e13-4325-baee-98aa723e0d95,United States,Washington,Seattle,Hotel 1000 LXR Seattle,1000 1st Ave,,98104,
f89809d5-a8a0-4a42-a51d-bf0a63cf440b,United States,Washington,Seattle,Hotel Andra,2000 4th Ave,,98121,Reservations@hotelandra.com
02b92eb7-fc07-4b88-9823-0d4582ce3ece,United States,California,San Francisco,Hotel Caza,1300 Columbus Ave,,94133,
8fddf42a-3a7a-4ab6-8091-4973ead60f0c,United States,Texas,San Antonio,Hotel Contessa Riverwalk,306 W Market St,,78205,
08c2ebb1-1c26-437c-9bcd-8c6607a79a02,United States,Texas,Dallas,Hotel Crescent Court,400 Crescent Ct,,75201,
02e16a3b-ae48-4788-881a-67503f4e0bb6,United States,California,San Jose,Hotel De Anza San Jose,233 W Santa Clara St,,95113,
911fddaa-8ea4-4803-94c7-22fe17f66d7e,United States,Texas,Austin,Hotel Ella,1900 Rio Grande St,,78705,
2517fa46-b545-472a-9bde-4beea54b218f,United States,California,Los Angeles,Hotel Figueroa,939 S Figueroa St ,,90015,
ab03845d-2883-46b8-9a48-d03810ce2746,United States,California,San Diego,Hotel Indigo San Diego Gaslamp Quarter,509 Ninth Ave,,92101,
456ad7c3-47d0-4c70-aa02-d5ba2d675078,United States,California,Los Angeles,Hotel June Malibu,28920 E Pacific Coast Hwy,,90265,
6d1f0b88-df81-49e7-9d68-4bc4cc4385e9,United States,California,San Francisco,Hotel Kabuki,1625 Post Street,,94115,
23908530-c6bf-471b-aa3d-a8d7b2744a64,United States,Utah,Salt Lake City,Hotel Monaco ,15 W 200 S,,84101,
5e7af596-0bfc-44f2-a2c5-0f46cf4e777f,United States,Colorado,Denver,Hotel Monaco Denver,1717 Champa St,,80202,
005334be-dbb7-4a4c-9bec-8e448afba627,United States,California,San Francisco,Hotel Spero,405 Taylor Street,,94102,DHemmelgarn@HotelSpero.com
85c5d7b7-1f19-4e94-959d-69342ca93750,United States,Colorado,Denver,Hotel Teatro,1100 14th St,,80202,
5913a093-269e-49cc-9cb3-6e87a2ab6715,United States,Arizona,Scottsdale,Hotel Valley Ho,6850 E Main St,,85251,
70a2d2b8-2267-4510-bbcf-ee09df7c6515,United States,Texas,Austin,Hotel Viata,320 S Capital of Texas Hwy,,78746,
4cde7b26-140b-43e9-b3f2-022634f24387,United States,California,San Francisco,Hotel Zelos San Francisco,12 4th St,,94103,ZELOS.FRONTDESK@VICEROYHOTELGROUP.COM%20
0547eddf-6bc6-4d2c-8178-ed57df7d1a71,United States,California,San Francisco,Hotel Zephyr San Francisco,250 Beach St,,94133,zteam@hotelzephyrsf.com
50077d90-cd87-4627-8f5f-1d81deb8dd86,United States,California,San Francisco,Hotel Zeppelin San Francisco,545 Post St,,94102,ZEPPELIN.FRONTDESK@VICEROYHOTELGROUP.COM%20
41e61213-218c-48e7-9f80-d1bb25f4be28,United States,California,San Francisco,Hotel Zetta San Francisco,55 5th St,,94103,ZETTA.FRONTDESK@VICEROYHOTELGROUP.COM%20
d7cc5e07-8ad0-456c-8e9f-0f2c4897c585,United States,California,Los Angeles,Hotel Ziggy,8462 Sunset Blvd,,90069,
5626956c-29ae-426d-b2e0-6f4c7749f6e6,United States,Washington,Seattle,Hyatt at Olive 8,1635 8th Ave,,98101,seattleolive8.hyatt@hyatt.com
faf0d206-8e74-4287-8313-e80941e1d355,United States,Colorado,Denver,Hyatt Centric Downtown Denver,776 Champa St,,80202,
ad39e546-b39f-410b-83f0-16c5573f7b22,United States,Oregon,Portland,Hyatt Centric Downtown Portland,601 SW 11th Ave,,97205,PDXCT-Front.Office-dynamic@hyatt.com
522c4ae0-5797-41af-aa04-a00ce1135a28,United States,California,San Francisco,Hyatt Centric Fishermans Wharf San Francisco,555 North Point St,,94133,
9c3ff6e9-037d-456f-a845-425e3825a9ed,United States,Texas,Austin,Hyatt House Austin Downtown,901 Neches St,,78701,
1becb92d-9666-4076-a6d4-f5d0c5d562ad,United States,California,Los Angeles,Hyatt House LA University Medical Center ,2200 Trojan Wy,,90033,
7e76e1d5-47d0-4747-8469-db37f3d7b2cf,United States,California,Sacramento,Hyatt House Sacramento/Midtown,2719 K St,,95816,
b548467c-ef5f-4566-b3d2-c4f0f86f50ed,United States,Colorado,Colorado Springs,Hyatt Place Colorado Springs Garden of the Gods,503 Garden of the Gods Rd,,80907,
ace979f7-7a46-4a6f-ab6d-2d6945956094,United States,California,Los Angeles,Hyatt Place Los Angeles-Glendale,225 W Wilson Ave.,,91203,
e0bf7625-1446-45c2-b926-bb1d47e5e6b0,United States,Arizona,Phoenix,Hyatt Place Phoenix Downtown,150 W Adams St,,85003,
069385d7-7a24-4d8f-8ac7-1757aa626d2b,United States,California,Sacramento,Hyatt Place Sacramento-Rancho Cordova,10744 Gold Center Dr,,95670,
19b5defc-77e2-4f91-8a50-75c5d8d4dc8b,United States,California,San Francisco,Hyatt Place San Francisco,701 3rd St,,94107,
96590e56-d26e-45f2-b8fe-1564c0aa396d,United States,California,San Jose,Hyatt Place San Jose,282 Almaden Blvd,,95113,
2a247fe8-b919-43cd-9b6f-288b99de4f8a,United States,Texas,Dallas,Hyatt Regency Dallas,300 Reunion Blvd,,75207,
aca924ba-d5bf-425a-911b-8fe8ab7a06cf,United States,Texas,Houston,Hyatt Regency Houston West,13210 Katy Fwy,,77079,
0dfef7b3-7052-4a40-9479-e2f5c590dcba,United States,California,San Diego, Hyatt Regency La Jolla,3777 La Jolla Village Dr,,92122,
18b37d9f-1b3b-49d0-9d87-4c76bfb431af,United States,California,San Diego,Hyatt Regency Mission Bay,1441 Quivira Rd,,92109,
bbf4c8cd-3f62-4822-8b12-9d4d314a9c76,United States,California,Orange County,Hyatt Regency Orange County,11999 Harbor Blvd,,92840,reservationshroc@hyatt.com
93cc7130-560e-4da6-bc50-482924d140a4,United States,California,Sacramento,Hyatt Regency Sacramento,209 L St,,95814,wendy.oconnor@hyatt.com
fc3a476f-6949-4842-b38b-4503ab2296fa,United States,California,San Francisco, Hyatt Regency San Francisco Embarcadero,5 Embarcadero Ctr,,94111,hrsfreservation@hyatt.com
e57770d1-0f60-410e-81c9-ffb734cd80d0,United States,California,Palm Springs,Ingleside Inn Palm Springs,200 W Ramon Rd,,92264,
8f17db8f-b07a-430c-91a0-0221204e53e7,United States,California,San Diego,InterContinental San Diego,901 Bayfront Ct,,92101,
9b3d1703-da6d-4145-b153-8ebc94f8c9cb,United States,California,Los Angeles,Jamaica Bay Inn Marina Del Rey Tapestry Collection,4175 Admiralty Way,,90292,Adrienne.Snow@Hilton.com
e5a54d24-412c-4589-a06b-36f02c21b013,United States,California,San Francisco,Kimpton Alton Hotel Fisherman's Wharf,2700 Jones St,,94133,
0c3ae905-2740-4f02-a277-ab3dddc1c699,United States,California,Los Angeles,Kimpton Everly Hotel,1800 Argyle Ave,,90028,
171f67cb-1c87-4d72-a9dc-42d05083cb62,United States,Texas,Fort Worth,Kimpton Harper Hotel,714 Main St,,76102,
3d3140b7-34a4-4c79-8403-c1716bb800b2,United States,California,San Diego,Kimpton Hotel Alma San Diego,1047 Fifth Ave,,92101,
55d5b373-2119-4677-9b2f-2a2ac4f68c7a,United States,Colorado,Denver, Kimpton Hotel Born,1600 Wewatta St,,80202,
6bb8d60e-d551-4159-92ca-9a4f6eee8c9e,United States,California,San Francisco,Kimpton Hotel Enso,1800 Sutter St,,94115,
5ab25022-1528-4c45-a63f-42e07069c3a3,United States,Washington,Seattle,Kimpton Hotel Monaco Seattle,1101 4th Ave,,98101,
497b771e-ed0b-4d18-b540-bbe438d3e14a,United States,California,Los Angeles,Kimpton Hotel Palomar Los Angeles Beverly Hills,10740 Wilshire Blvd,,90024,
a5cdd972-dd9e-4814-9150-6b3741053c2d,United States,Arizona,Phoenix,Kimpton Hotel Palomar Phoenix,2 E Jefferson St,,85004,
5bd80bc2-1ae3-4dd4-8a41-e678393dfc43,United States,Texas,Austin,Kimpton Hotel Van Zandt,605 Davis St,,78701,
c7ba4de9-61ae-4dbd-b869-4703bff7f207,United States,Oregon,Portland,Kimpton Hotel Vintage Plaza,422 SW Broadway,,97205,Zoe.hamilton@hotelvintage-portland.com
6c4e1831-810b-48cd-ad78-5c864c20d740,United States,Washington,Seattle,Kimpton Hotel Vintage Seattle ,1100 5th Ave,,98101,
4d29e54b-527b-4018-9193-c7907476a9d8,United States,California,Los Angeles,Kimpton Hotel Wilshire,6317 Wilshire Blvd,,90048,
fd37e867-8164-4a9c-8240-ac3cedbbb774,United States,California,Los Angeles,Kimpton La Peer Hotel,627 N La Peer Dr,,90069,
a1e4b0ff-e4e6-476b-adb3-2e64647a8a40,United States,Washington,Seattle,Kimpton Palladian Hotel,2000 2nd Ave,,98121,
a57ee4bb-1dc1-49d2-84a3-a31a40d2901b,United States,Texas,Dallas,Kimpton Pittman,2551 Elm St,,75226,
0634302b-45ed-42da-ad75-e0bb0811efb2,United States,Oregon,Portland,Kimpton RiverPlace Hotel,100151256,,97201,
9b5b61b5-e6e0-4b5f-913c-9892cf6bd262,United States,California,Palm Springs,Kimpton Rowan Palm Springs,100 W Tahquitz Canyon Way,,92262,
8d96f019-5554-4649-b41e-04ddf2bd25ce,United States,California,Sacramento,Kimpton Sawyer Hotel,500 J St,,95814,
c4936075-01fa-4a08-89df-9f96a2200c25,United States,California,Orange County,Kimpton Shorebreak Huntington Beach Resort,1500 Pacific Coast Hwy,,92648,
f6059d70-dcd1-4270-9b01-7706f79347ce,United States,Texas,San Antonio,La Quinta Inn by Wyndham Brooks City Base,3180 Goliad Rd,,78223,
6c24b1b7-dd69-464e-a596-a3f01c3b5a49,United States,Texas,Houston,La Quinta Inn & Suites by Wyndham Houston NW Brookhollow,11130 Northwest Fwy,,77092,
2bcbf980-7b19-49d1-8836-003e8bf57f4c,United States,Texas,San Antonio,La Quinta San Antonio North Stone Oak,1017 N Loop 1604 E,,78232,
d7da8ce3-56e1-4e76-a673-f151b005963b,United States,California,Sacramento,Larkspur Landing Sacramento,555 Howe Ave,,95825,Sacramentoll@larkspurhotels.com
990e0928-6f44-4b6a-8b84-455634a630f1,United States,California,Los Angeles,Le Meridien Delfina Santa Monica,530 Pico Blvd,,90405,
70614f09-79a2-4cf5-bbbc-5b6aaf2b061b,United States,California,Los Angeles,Le Merigot Santa Monica,1740 Ocean Ave,,90401,
580b0b16-56d9-48eb-89b9-bc1d7611054a,United States,California,Los Angeles,Le Parc Suite Hotel,733 N W Knoll Dr. ,,90069,
0b64ebfa-8fcc-4c6e-a3a7-b64e34cfaacf,United States,California,Los Angeles,L Ermitage Beverly Hills,9291 Burton Way,,90210,
264c50e0-c02f-487e-9bf3-3fae589ef0d3,United States,California,Los Angeles,Level Los Angeles - Downtown South Olive ,888 S Olive St,,90014,
9a6a33de-17e7-45d9-b182-60cef8aa4d90,United States,Washington,Seattle,Level South Lake Union,110 Boren Ave N,,98109,
00f68518-1ba2-401e-a2e5-201df901b69d,United States,Texas,Dallas,Lorenzo Hotel,1011 S Akard St,,75215,
4af6aa23-8390-4740-8d41-55e7b09a07d9,United States,Colorado,Denver,Magnolia Hotel Denver,818 17th St,,80202,
3399106e-8294-4aba-9f8e-3cae006ff4d8,United States,Texas,Houston,Magnolia Houston,1100 Texas Ave,,77002,
592b8ca3-b26b-49db-b7fc-700170ec8b97,United States,California,Los Angeles,Mama Shelter Los Angeles,6500 Selma Ave,,90028,
fe1300a4-a06f-4347-8d7f-f271b3657ba9,United States,California,San Diego,Manchester Grand Hyatt San Diego,1 Market Pl,,92101,sanrs-front.office.managers.static@hyatt.com
b124bb31-4f63-4ee6-a484-916a7faef53b,United States,California,Palm Springs,Margaritaville Resort Palm Springs,1600 N Indian Canyon Dr,,92262,
862ad750-83c0-4260-8f20-91db6d8b6db3,United States,California,Los Angeles,Marina Del Rey Hotel,13534 Bali Way,,90292,
451908c0-87c7-4039-94ed-df57e7586d31,United States,California,Santa Barbara,Mar Monte Hotel,1111 E Cabrillo Blvd,,93103,sbars-front.office.static@hyatt.com
2f690b04-84f8-443e-86ae-26f0a51bd6ff,United States,California,San Diego,Mission Pacific,201 N Myers St,,92054,Sando.Reservations@destinationhotels.com
e7742fb4-6154-4cd7-b0c6-6b35c0939140,United States,California,Los Angeles,Mondrian Los Angeles,8440 Sunset Blvd,,90069,
302a7a35-9f26-4d4c-a192-fee2ef1802eb,United States,California,Los Angeles,Montrose West Hollywood,900 Hammond St.,,90069,
f7440337-acec-4722-915a-fe4f75baf291,United States,California,Orange County,Motel 6 Anaheim  CA,701 S Brookhurst St,,92804,
83f7438d-a9eb-4b6f-8b38-95acfc31bd2b,United States,California,Orange County,Motel 6-Anaheim  CA - Convention Center,2145 S Harbor Blvd,,92802,
8bf3be63-5da6-49b1-b698-e52737707445,United States,California,Orange County,Motel 6-Anaheim  CA - Fullerton East,1440 N State College Blvd,,92806,
31a2ad05-f16b-4096-ab07-e190e39c0495,United States,California,Orange County,Motel 6-Anaheim  CA - Maingate,100 Disney Way,,92802,
7fd7aeab-f7e8-4b49-908d-5b7572aa4145,United States,Texas,Austin,Motel 6 Austin North,9420 N Interstate Hwy 35,,78753,
d241bacf-773e-4f77-be08-cc0ce52a2f9b,United States,California,Oceanside,Motel 6 Carlsbad - North,3666 Pio Pico Dr,,92008,
25817f79-e073-4927-b585-1d9f3ec5ce0c,United States,Colorado,Colorado Springs,Motel 6 Colorado Springs,3228 N Chestnut St,,80907,
afd2f5ba-4197-42b4-939f-7219e73b3120,United States,Colorado,Colorado Springs,Motel 6 Colorado Springs Air Force Academy,8280 Voyager Pkwy,,80920,
e5612f87-b4ce-4741-9e9e-44021f55a7f8,United States,California,Orange County,Motel 6-Costa Mesa  CA,1441 Gisler Ave,,92626,
db37f064-90fa-41e4-b821-5155ba0ad419,United States,California,Orange County,Motel 6-Costa Mesa  CA - Newport Beach,2274 Newport Blvd,,92627,
cd432a66-9baa-460c-a952-3000e06f9d54,United States,California,Orange County,Motel 6-Fountain Valley  CA - Huntington Beach Area,9125 Recreation Cir,,92708,
1e1b2817-3b22-49c6-83fc-427082d5336a,United States,California,Fresno,Motel 6-Fresno  CA,5021 N Barcus Ave,,93722,
2449195c-9140-43e6-a6c7-6ecf28f3a31f,United States,California,Fresno,Motel 6-Fresno  CA - Blackstone North,4245 N Blackstone Ave,,93726,
f6076744-d2c8-4713-a563-ecc2af104798,United States,California,Fresno,Motel 6-Fresno  CA - Blackstone South,4080 N Blackstone Ave,,93726,
54cf794b-ec20-44f0-ba5b-90669ffae37b,United States,California,Santa Barbara,Motel 6-Goleta  CA - Santa Barbara,5897 Calle Real,,93117,
80768c6e-9c0d-4838-af30-e51467efec31,United States,Texas,Houston,Motel 6 - Houston East,10155 East Fwy,,77029,
f5741874-ecbd-4043-86cf-27f661c11783,United States,Texas,Houston,Motel 6- Houston Texas Willow Brook,8711 Cypress Creek Pkwy,,77070,
e26f4ff0-e5d7-432b-8ba1-bb4306b6a43e,United States,Texas,Houston,Motel 6-Houston  TX - Downtown North,4965 Airline Dr,,77022,
74f5dda6-d12c-463b-873e-8393e3d5f80b,United States,Texas,Houston,Motel 6-Houston  TX - Hobby,9005 Airport Blvd,,77061,
ffd8be12-1e17-4077-b8b7-f4a68995a7ae,United States,California,Monterey,Motel 6 - Monterey  CA,2124 N Fremont St,,93940,
dc50cc88-1a43-47cd-be9b-78f7d8e25b1b,United States,California,Monterey,Motel 6-Monterey Downtown  CA,1240 Munras Ave,,93940,
3f24a8f8-75aa-47f7-b0b1-1dd5bb725863,United States,California,Oceanside,Motel 6-Oceanside  CA,3708 Plaza Dr,,92056,
23a86e8d-a0f0-448d-a739-a4b51dd40afa,United States,Arizona,Scottsdale,Motel 6 Old town Scottsdale Fashion Square,6848 E Camelback Rd,,85251,
206c3315-673a-4411-901d-03d9f411c4a3,United States,California,Palm Springs,Motel 6 - Palm Desert Palm Springs,78100 Varner Rd,,92211,
9b36bc64-33d4-4cfb-8c94-f833b72d0274,United States,California,Palm Springs,Motel 6 Palm Springs Downtown,660 S Palm Canyon Dr,,92264,
f5b2b032-4d35-4d70-a11b-4922ab910b79,United States,California,Palm Springs,Motel 6 Palm Springs East,595 E Palm Canyon Dr,,92264,
bfbbce03-fcf0-42df-9f09-6721105e2762,United States,California,Palm Springs,Motel 6 Palm Springs North,63950 20th Ave,,92258,
7332b1ba-a7ae-4a0a-8f10-29337e5a1105,United States,Arizona,Phoenix,Motel 6 - Phoenix  AZ - East,5315 E Van Buren St,,85008,
83dbe253-cc61-4bef-8958-ca4c5b1b53ce,United States,Arizona,Phoenix,Motel 6 - Phoenix  AZ - West,1530 N 52nd Dr,,85043,
d1afc002-9298-4042-b0a2-927732eff9f5,United States,California,Sacramento,Motel 6 Sacramento  Ca - Downtown,1415 30th St,,95816,
ae1d7fa2-a5fe-4224-9115-8987acf4b5a7,United States,Utah,Salt Lake City,Motel 6-Salt Lake City  UT - Downtown,176 W 600 S,,84101,
0849a436-af5d-4202-b318-f57cd4841cb5,United States,Utah,Salt Lake City,Motel 6-Salt Lake City  UT - West - Airport,1990 W N Temple St,,84116,
2741861f-3bcc-41b7-9aec-c1be897225ca,United States,Texas,San Antonio,Motel 6 San Antonio Downtown Alamodome,748 Hot Wells Blvd,,78223,
384bdb6c-b3fa-4cde-84f5-41a8c6a1b122,United States,Texas,San Antonio,Motel 6 San Antonio Market Square,211 N Pecos La Trinidad,,78207,
cea0ec94-7e1a-4025-abf4-24ff271781cd,United States,California,San Diego,Motel 6-San Diego  CA - Downtown,1546 2nd Ave,,92101,
c584cedc-8223-43bc-a78c-d4148af92d3e,United States,California,San Diego,Motel 6-San Diego  CA - Hotel Circle - Mission Valley,2424 Hotel Cir N,,92108,
7e79b491-8757-4bec-aabc-5c661656f29d,United States,California,San Francisco,Motel 6 San Francisco Downtown,895 Geary St,,94109,
929c9cb1-1139-450e-9ed8-831d276efbea,United States,California,San Jose,Motel 6-San Jose  CA - Airport,2081 N First St,,95131,
87b8ce4d-e8b9-407b-b4ad-bccb1baf51ea,United States,California,San Jose,Motel 6-San Jose  CA - Convention Center,1041 The Alameda,,95126,
7b1057db-b035-4d1e-b874-dc1db4cdde1f,United States,California,Orange County,Motel 6-Santa Ana  CA,1623 E 1st St,,92701,
169ec2b3-8659-4274-aeeb-365204f51bf0,United States,California,Santa Barbara,Motel 6-Santa Barbara  CA - Beach,443 Corona Del Mar,,93103,
